Ticket_ID,Call_Date,Call_Time,Resolution_Date,Agent_Name,Department,Issue_Type,Priority,Status,Channel,Region,Handle_Time_Minutes,Wait_Time_Seconds,First_Call_Resolution,SLA_Met,Satisfaction_Score,OS_Type,Shift,Escalated,Reopen_Count,Cost_Per_Ticket_USD,Agent_Experience_Yrs
TKT-0447,09-Feb-2024,02:49 AM,10/02/2024,henry moore,Marketing,SOFTWARE INSTALLATION,Low,In Progress,Walk In,Central,47.0,2197,Yes,,99.0,macOS,Afternoon,yes,-1.0,39.15,2.0
TKT-0189,27-Jul-2024,06:08,07-28-2024,James Anderson,Legal,VPN Access,CRITICAL,closed,self-service portal,East,63.0,99999,Yes,Yes,99.0,Windows 10,morning,,1.0,20.79,6.0
TKT-0272,2024-03-01,05:55 AM,2024/03/01,David Brown,Sales,Software Installation,Low,closed,Walk-in,,3.0,2282,no,,,macOS,Morning,,-1.0,100.64,6.0
TKT-0237,05-May-2024,21:20:21,06-May-2024,Alice Johnson,Marketing,vpn access,High,Resolved,Chat,West,119.0,2465,yes,Yes,3.0,WINDOWS 11,AFTERNOON,No,0.0,77.24,4.0
TKT-0488,05-15-2024,09:47:02 AM,2024-05-15,EMILY DAVIS,HR,Printer Issue,medium,Closed,Walk-in,Central,63.0,1255,YES,Yes,0.0,MacOS,Night Shift,yes,0.0,60.72,3.0
TKT-0560,03-28-2024,06:47 PM,2024/03/30,Henry Moore,HR,network issue,Low,Resolved,Chat,South,81.0,696,no,Yes,4.0,MacOS,Night,No,,37.81,
TKT-0118,04/03/2024,14:29,03-06-2024,henry moore,Sales,network issue,Mediun,In progress,Walk In,West,36.0,2053,Yes,Y,1.0,macOS,Night Shift,No,0.0,141.5,0.0
TKT-0852,2024/02/12,12:02:20,2024/02/13,Irene  Taylor,IT,Software Installation,Mediun,In progress,Phone,Central,157.0,2802,Yes,no,5.0,Linux,Night,no,-1.0,95.16,3.0
TKT-0513,06/05/2024,09:57 PM,,,HR,password reset,Low,closed,Walk In,East,136.0,2048,NO,Yes,4.0,linux,Afternoon,,-1.0,188.25,8.0
TKT-0579,2024/12/10,10:21:27 AM,2024-12-11,Carol  White,IT,Printer Issue,Mediun,resolved,chat,East,,2342,NO,Yes,10.0,linux,morning,Yes,1.0,151.62,7.0
TKT-0828,22-Feb-2024,00:26,24-Feb-2024,Alice Johnson,IT,Software Installation,Hign,Resolve,Chat,,166.0,1568,NO,Y,2.0,macOS,Night Shift,no,,10.94,4.0
TKT-0127,18/06/2024,15:29:28,2024/06/19,JAMES ANDERSON,,Hardware Failure,HIGH,In Progress,Walk In,West,80.0,2004,YES,Yes,3.0,Linux,Night,No,3.0,178.83,10.0
TKT-0117,2024-11-13,07:30:45 PM,14/11/2024,,Marketing,password reset,medium,Resolve,Self-Service Portal,North,117.0,477,Yes,,4.0,linux,AFTERNOON,no,0.0,168.31,10.0
TKT-0474,24-Jan-2024,11:11:12 PM,,EMILY DAVIS,Marketing,System Crash,Mediun,In Progress,Phone,North,52.0,553,yes,no,1.0,Windows 11,Night Shift,,0.0,179.12,2.0
,05-25-2024,20:05,27-May-2024,Carol White,HR,Email problem,High,resolved,Phone,,70.0,3044,YES,Yes,,macOS,Afternoon,,2.0,44.66,8.0
TKT-0058,12-27-2024,04:33,29-Dec-2024,alice johnson,Marketing,VPN Access,CRITICAL,escalated,phone,West,85.0,2722,no,Y,,linux,Night,yes,2.0,116.83,9.0
TKT-0705,07-Aug-2024,14:26,08-Aug-2024,Alice Johnson,Operations,Software Installation,Critical,OPEN,Walk-in,North,147.0,19,,no,3.0,linux,Night Shift,,1.0,141.3,10.0
TKT-0949,25/09/2024,10:58:34 AM,2024/09/25,BOB SMITH,Operations,password reset,Medium,Escalated,self-service portal,South,177.0,1541,YES,yes,5.0,Windows 11,AFTERNOON,No,0.0,,0.0
TKT-0370,09-23-2024,15:55:24,09-23-2024,JAMES ANDERSON,Legal,Password Reset,CRITICAL,In progress,Phone,,108.0,1075,NO,Y,,Windows 10 ,morning,yes,0.0,160.13,4.0
TKT-0269,2024-07-19,12:04,2024/07/20,Carol  White,Finance,Network Issue,Low,resolved,self-service portal,,74.0,2862,No,N,0.0,Windows 10,Night Shift,No,,88.29,99.0
TKT-0047,2024-03-14,09:27,03-15-2024,Grace Wilson ,,SOFTWARE INSTALLATION,Medium,escalated,Walk In,East,-5.0,2347,no,No,2.0,linux,AFTERNOON,No,-1.0,98.31,3.0
TKT-0350,2024-03-10,05:33 AM,12-Mar-2024,frank miller,Sales,Hardware Failure,High,Closed,Walk-in,East,4.0,1311,no,,,Linux,Night Shift,,,114.42,
TKT-0196,03/02/2024,18:48,03-Feb-2024,Frank Miller,Finance,Email problem,Mediun,In Progress,Walk-in,,3.0,1687,NO,yes,,macOS,morning,yes,,181.82,
TKT-0103,2024/08/10,06:52:40,2024/08/10,Carol White,Finance,Hardware failure,Hign,OPEN,Walk In,East,154.0,1066,yes,N,,windows 10,Night,,3.0,56.51,
TKT-0869,23/01/2024,05:39:58 AM,23/01/2024,James Anderson,IT,Email Problem,HIGH,In progress,self-service portal,East,,1116,,N,1.0,WINDOWS 11,Morning,yes,0.0,48.06,-2.0
TKT-0722,29/07/2024,03:36 PM,30/07/2024,david brown ,Finance,Account Locked,High,Open,EMAIL,Central,8.0,3128,No,,,Linux,Afternoon,no,1.0,31.66,99.0
,23/10/2024,20:37:49,2024/10/25,Emily Davis,Marketing,Network Issue,CRITICAL,In progress,phone,South,43.0,99999,No,no,,linux,Morning,No,-1.0,152.02,7.0
TKT-0264,24-Jun-2024,10:52:15 AM,2024-06-25,BOB SMITH,Marketing,password reset,Medium,Resolved,chat,North,172.0,1642,no,Y,,WINDOWS 11,Night Shift,yes,0.0,148.48,
TKT-0444,06-Jun-2024,01:37 PM,2024-06-08,david brown ,Legal,Email problem,CRITICAL,In Progress,EMAIL,South,116.0,884,No,Yes,2.0,WINDOWS 11,Morning,no,1.0,73.89,5.0
,13/12/2024,15:47,2024-12-15,Irene Taylor,IT,network issue,High,closed,self-service portal,North,73.0,3459,YES,,2.0,windows 10,Night,No,0.0,182.49,6.0
TKT-0305,2024-04-09,05:53:15 PM,,Emily Davis,Finance,Password Reset,Mediun,Open,Email,South,68.0,2710,,yes,2.0,MacOS,AFTERNOON,no,,128.54,8.0
TKT-0342,2024/12/10,06:16 AM,10-Dec-2024,,,Email Problem,Critical,Resolve,Email,,126.0,3343,No,N,,linux,Night Shift,No,2.0,175.63,
TKT-0627,2024-11-26,21:13:11,28/11/2024,Bob Smith,Legal,Software Installation,Critical,Closed,EMAIL,West,,451,YES,,,linux,morning,No,0.0,43.34,9.0
TKT-0039,02-26-2024,09:43:43,2024-02-28,Carol  White,Legal,Software Installation,High,Escalated,Self-Service Portal,North,136.0,2742,yes,Yes,4.0,Linux,Afternoon,no,0.0,117.27,10.0
TKT-0150,16-May-2024,16:02:46,16/05/2024,David Brown,,System Crash,Hign,OPEN,Walk-in,West,79.0,329,No,Y,2.0,Linux,AFTERNOON,,3.0,109.11,10.0
,2024/03/21,05:14 PM,23/03/2024,BOB SMITH,Sales,Password Reset,Hign,escalated,Chat,South,141.0,1218,NO,No,5.0,Windows 11,Morning,Yes,0.0,115.62,1.0
TKT-0818,08-15-2024,17:20:44,15/08/2024,frank miller,Admin,Data Recovery,CRITICAL,resolved,self-service portal,West,132.0,2525,YES,Y,99.0,Windows 10 ,Night Shift,no,,59.87,5.0
TKT-0856,25-Jul-2024,14:29,07-27-2024,James Anderson,Finance,password reset,Mediun,In progress,Walk-in,North,17.0,48,no,yes,,Windows 11,Night Shift,yes,2.0,172.46,10.0
TKT-0051,2024-03-03,04:54,03-05-2024,BOB SMITH,Admin,Hardware Failure,Hign,escalated,Self-Service Portal,Central,46.0,2931,no,Yes,,Windows 10 ,Afternoon,No,0.0,,7.0
TKT-0354,2024/11/19,14:31:11,11-21-2024,Bob Smith,IT,SOFTWARE INSTALLATION,High,closed,Chat,Central,167.0,3084,YES,,2.0,macOS,Afternoon,yes,0.0,83.62,99.0
TKT-0967,11-26-2024,02:14:19 PM,28-Nov-2024,Irene  Taylor,Sales,network issue,Critical,In Progress,Walk In,South,108.0,1939,Yes,,,windows 10,Night Shift,,,122.72,10.0
TKT-0143,31-Mar-2024,06:38:29 PM,03-Apr-2024,James Anderson,Sales,SOFTWARE INSTALLATION,CRITICAL,escalated,Walk-in,Central,,2154,NO,N,0.0,Windows 11,morning,No,0.0,41.77,9.0
TKT-0471,17/03/2024,00:20,,Grace Wilson,Marketing,VPN Access,Medium,Closed,EMAIL,East,109.0,2336,yes,Yes,99.0,Windows 10 ,Night Shift,no,1.0,101.16,7.0
,2024/02/16,05:16,17/02/2024,alice johnson,Operations,Email problem,Medium,escalated,Self-Service Portal,,-5.0,1448,,N,2.0,Windows 10,AFTERNOON,,-1.0,47.58,6.0
TKT-0654,13-Sep-2024,19:56:29,2024-09-15,Carol White,Admin,Password Reset,Critical,escalated,Self-Service Portal,East,88.0,1420,yes,No,,macOS,Afternoon,no,,193.9,2.0
TKT-0321,2024-09-03,22:21:55,,Bob Smith,Finance,Printer Issue,Hign,In Progress,Walk In,Central,-5.0,3042,YES,N,0.0,MacOS,Afternoon,Yes,1.0,97.38,99.0
,2024-09-04,02:27 PM,05-Sep-2024,Irene Taylor,Admin,Email problem,Critical,In progress,self-service portal,Central,84.0,3498,No,,2.0,WINDOWS 11,Night,No,-1.0,100.71,-2.0
TKT-0843,10-09-2024,12:53:49 AM,,BOB SMITH,HR,Network Issue,low,OPEN,Phone,West,126.0,3069,YES,yes,99.0,macOS,AFTERNOON,Yes,2.0,120.62,8.0
TKT-0947,2024/04/16,03:25:01 AM,2024/04/17,Carol White,Operations,Software Installation,medium,In progress,Phone,,171.0,2047,NO,,2.0,Linux,AFTERNOON,No,1.0,94.94,1.0
TKT-0842,11-25-2024,08:29,2024/11/26,Irene Taylor,Marketing,vpn access,Low,In Progress,phone,South,75.0,2527,yes,No,2.0,windows 10,morning,No,0.0,193.51,6.0
TKT-0408,17/07/2024,06:07:54 PM,07-18-2024,Alice Johnson,Operations,vpn access,Mediun,Resolve,EMAIL,South,162.0,154,YES,Y,2.0,Windows 10 ,Night Shift,yes,0.0,80.75,5.0
TKT-0538,2024/05/17,01:02:43,19-May-2024,EMILY DAVIS,Operations,password reset,Low,Escalated,Email,South,67.0,1261,NO,yes,5.0,Windows 11,Afternoon,yes,0.0,10.99,99.0
TKT-0880,28-Jun-2024,09:38 PM,,Grace Wilson ,Operations,Software Installation,CRITICAL,Escalated,self-service portal,North,104.0,858,yes,No,2.0,macOS,Morning,no,-1.0,98.8,10.0
TKT-0039,02-26-2024,09:43:43,2024-02-28,Carol  White,Legal,Software Installation,High,Escalated,Self-Service Portal,North,136.0,2742,yes,Yes,4.0,Linux,Afternoon,no,0.0,117.27,10.0
TKT-0176,15/11/2024,00:18:31,2024-11-15,Irene Taylor,IT,Email Problem,Mediun,Closed,Self-Service Portal,Central,34.0,2080,Yes,,5.0,Windows 10 ,Morning,No,-1.0,85.52,7.0
TKT-0246,2024/05/23,04:54:32,25/05/2024,JAMES ANDERSON,Admin,Hardware Failure,Low,escalated,EMAIL,South,55.0,2989,Yes,,99.0,linux,Night,no,1.0,178.3,10.0
TKT-0938,2024/05/15,23:42,17-May-2024,JAMES ANDERSON,Sales,Hardware Failure,Low,Closed,Walk In,North,,858,No,N,3.0,windows 10,Night,no,,,9.0
TKT-0698,2024/06/10,22:26,,Emily Davis,Marketing,Account Locked,Hign,OPEN,Phone,South,62.0,3334,no,,,MacOS,Morning,Yes,0.0,137.48,
TKT-0786,21/11/2024,11:42:40,21-Nov-2024,Emily Davis,Sales,password reset,Hign,resolved,Email,,63.0,2312,Yes,Yes,,windows 10,Morning,No,1.0,125.99,99.0
TKT-0894,01/11/2024,14:00:06,2024/11/02,frank miller,IT,Password Reset,Critical,closed,Walk-in,West,171.0,2583,NO,yes,,Windows 10 ,Night Shift,Yes,0.0,,2.0
TKT-0155,2024-04-12,09:23:09 PM,2024/04/12,Emily Davis,HR,Account Locked,High,resolved,Email,East,30.0,3039,Yes,No,-1.0,Windows 10 ,morning,No,0.0,158.89,10.0
TKT-0288,01-07-2024,20:59:02,,JAMES ANDERSON,HR,Password Reset,High,Open,Walk In,North,65.0,3164,Yes,yes,3.0,windows 10,Night Shift,,2.0,177.86,7.0
TKT-0631,2024/02/24,18:42,02-25-2024,david brown ,HR,Hardware failure,HIGH,closed,Walk In,Central,139.0,2391,,Yes,3.0,WINDOWS 11,Night,No,-1.0,113.71,2.0
TKT-0570,01-07-2024,14:55,2024-01-07,David Brown,Admin,Data Recovery,Low,OPEN,Email,Central,63.0,1517,,N,-1.0,Windows 10 ,Morning,no,1.0,94.29,2.0
TKT-0775,2024/06/22,08:13 AM,,Bob Smith,Admin,Printer Issue,Critical,resolved,EMAIL,Central,128.0,479,,,4.0,Linux,morning,Yes,0.0,65.4,99.0
TKT-0018,2024-06-16,10:48 AM,06-18-2024,Carol White,Marketing,vpn access,High,escalated,Phone,South,-5.0,3090,,no,5.0,windows 10,Afternoon,,0.0,36.93,5.0
TKT-0128,05-28-2024,04:29,30/05/2024,Henry Moore,,VPN Access,Hign,In Progress,chat,East,25.0,1635,yes,Y,1.0,macOS,Afternoon,no,-1.0,176.9,1.0
TKT-0323,01/08/2024,13:09,2024/08/02,Irene  Taylor,Legal,Account Locked,High,Resolve,self-service portal,Central,119.0,502,YES,,1.0,MacOS,Morning,Yes,0.0,73.61,0.0
TKT-0256,05-22-2024,08:39:23 PM,,frank miller,HR,Network Issue,Hign,closed,Chat,Central,19.0,905,no,yes,-1.0,Windows 10 ,Morning,,-1.0,129.92,4.0
TKT-0993,2024/10/09,08:45:23 PM,,Irene  Taylor,Sales,Printer Issue,Medium,Escalated,EMAIL,North,44.0,310,YES,No,99.0,Linux,Night Shift,no,2.0,19.23,6.0
TKT-0443,08/08/2024,07:14 AM,09/08/2024,Alice Johnson,IT,password reset,Critical,In Progress,EMAIL,South,143.0,1458,,No,,Linux,AFTERNOON,yes,0.0,,
TKT-0191,25/06/2024,14:31:32,2024/06/27,James Anderson,IT,Email problem,Mediun,resolved,Email,West,33.0,1935,,Y,0.0,Linux,morning,yes,,130.71,5.0
TKT-0116,2024/10/08,08:24 PM,09-Oct-2024,,Marketing,Hardware Failure,CRITICAL,In progress,phone,East,,1890,no,,-1.0,Windows 11,morning,Yes,1.0,69.73,-2.0
TKT-0645,16-Dec-2024,22:39:48,16-Dec-2024,EMILY DAVIS,HR,password reset,medium,Resolved,Email,,131.0,1068,Yes,Y,5.0,Windows 11,Afternoon,No,-1.0,86.02,7.0
TKT-0607,2024-10-20,05:12 PM,,henry moore,Marketing,System Crash,Mediun,closed,chat,,86.0,1986,,N,10.0,Windows 10 ,Night Shift,no,,178.28,-2.0
TKT-0181,05/02/2024,17:14:00,07/02/2024,Irene  Taylor,Sales,SOFTWARE INSTALLATION,medium,Resolve,Self-Service Portal,,178.0,3360,,no,,WINDOWS 11,Morning,no,0.0,75.06,2.0
TKT-0302,10-Jul-2024,05:35 AM,10-Jul-2024,,,Network Issue,Medium,Open,Email,West,140.0,1795,no,yes,,Windows 10,AFTERNOON,Yes,1.0,190.36,6.0
TKT-0791,2024-05-10,04:30:23,11/05/2024,JAMES ANDERSON,Admin,Hardware Failure,Medium,resolved,Self-Service Portal,West,115.0,1560,no,No,-1.0,Windows 10,Night Shift,Yes,0.0,84.56,
TKT-0744,09-May-2024,11:21,2024/05/10,,Operations,Password Reset,Low,Resolve,phone,North,46.0,3113,NO,no,5.0,Windows 10 ,morning,Yes,3.0,198.13,0.0
TKT-0755,02/01/2024,01:41:01,01-02-2024,Carol  White,Operations,Email Problem,Low,resolved,EMAIL,South,150.0,2664,yes,no,2.0,Windows 10 ,Night Shift,No,0.0,131.92,8.0
TKT-0716,2024-07-04,10:36:19,06-Jul-2024,,Marketing,Email Problem,Critical,In Progress,chat,East,161.0,2257,,,1.0,macOS,Afternoon,,-1.0,,9.0
TKT-0793,2024/07/02,04:36:32,07-04-2024,,Marketing,Hardware Failure,medium,Escalated,Phone,North,,14,no,N,5.0,Windows 10 ,Night,No,3.0,93.25,7.0
TKT-0518,20/08/2024,03:09:17 AM,21/08/2024,BOB SMITH,HR,Hardware failure,HIGH,In Progress,Walk-in,West,,1480,YES,yes,0.0,Windows 10,Night,Yes,,120.21,7.0
TKT-0373,2024-02-03,10:14,2024/02/04,Grace Wilson,,SOFTWARE INSTALLATION,CRITICAL,In progress,self-service portal,North,59.0,624,yes,Y,2.0,Windows 10,Night Shift,Yes,-1.0,53.35,5.0
TKT-0046,12-Jun-2024,03:53:45 AM,,Emily Davis,Admin,vpn access,CRITICAL,closed,Phone,Central,39.0,573,Yes,yes,99.0,Windows 11,Morning,,0.0,117.13,0.0
TKT-0946,12-Nov-2024,03:56:32 AM,14/11/2024,David Brown,Marketing,System Crash,Critical,In Progress,Phone,,,156,yes,,1.0,Linux,Night,no,0.0,165.97,-2.0
TKT-0158,12-16-2024,06:55 AM,2024-12-17,Emily Davis,IT,VPN Access,medium,Open,Walk In,South,178.0,2898,YES,No,,linux,Night Shift,Yes,2.0,124.41,10.0
TKT-0961,23/06/2024,12:20:28 PM,23/06/2024,Carol White,HR,VPN Access,Hign,Open,chat,South,111.0,1938,no,yes,5.0,Windows 10 ,morning,No,,181.29,6.0
TKT-0172,02-05-2024,07:06:43 PM,02-07-2024,Carol White,Finance,Printer Issue,Low,closed,Phone,Central,85.0,2034,NO,N,1.0,macOS,Night Shift,Yes,,171.24,1.0
TKT-0017,2024/06/01,12:54:57,03-Jun-2024,Henry Moore,IT,vpn access,Critical,Closed,EMAIL,West,139.0,3071,NO,Y,-1.0,MacOS,Morning,No,0.0,68.83,8.0
TKT-0512,2024-12-25,07:50 AM,2024/12/27,david brown ,Admin,Network Issue,CRITICAL,Resolve,chat,North,,1321,YES,yes,5.0,MacOS,Afternoon,No,0.0,36.61,6.0
TKT-0049,2024-02-12,23:27:05,14-Feb-2024,alice johnson,Marketing,Network Issue,Medium,resolved,Self-Service Portal,Central,156.0,3378,,Y,5.0,Windows 10 ,morning,No,0.0,123.48,-2.0
TKT-0975,2024/07/10,01:56,,Henry Moore,Finance,network issue,Hign,In progress,Email,Central,32.0,2367,Yes,N,-1.0,linux,morning,no,0.0,120.24,4.0
TKT-0875,2024-02-10,06:39:10 PM,11-Feb-2024,Henry Moore,Marketing,Software Installation,CRITICAL,escalated,Email,East,97.0,3515,Yes,No,,Windows 11,Afternoon,no,0.0,81.5,-2.0
TKT-0516,10/12/2024,02:07:07 AM,12-12-2024,David Brown,,Software Installation,CRITICAL,In Progress,phone,North,105.0,438,,No,1.0,linux,morning,No,2.0,22.57,1.0
TKT-0717,2024-05-23,14:28,2024-05-24,david brown ,,vpn access,medium,resolved,Walk-in,Central,68.0,299,,,99.0,linux,Morning,yes,3.0,123.66,0.0
TKT-0481,04-May-2024,04:43:04,05-04-2024,Frank Miller,Legal,Account Locked,low,Closed,Chat,South,180.0,1648,YES,N,5.0,Windows 10,Afternoon,yes,3.0,173.92,1.0
TKT-0284,2024-09-30,11:09 PM,30-Sep-2024,henry moore,Admin,SOFTWARE INSTALLATION,medium,In progress,Email,,51.0,1722,YES,N,5.0,WINDOWS 11,Morning,,0.0,151.39,7.0
TKT-0750,23-Dec-2024,00:34,2024-12-24,JAMES ANDERSON,Finance,network issue,Mediun,Resolve,Phone,West,49.0,2368,NO,Yes,,Windows 10 ,Night,yes,0.0,23.18,4.0
TKT-0866,23-Aug-2024,00:06:23,2024/08/23,,Operations,Email Problem,High,closed,Chat,West,29.0,2326,no,no,-1.0,windows 10,Morning,,3.0,120.71,2.0
TKT-0226,04-Jul-2024,05:46,06/07/2024,Emily Davis,IT,SOFTWARE INSTALLATION,medium,In Progress,Email,Central,131.0,2051,NO,,,Linux,morning,no,1.0,88.62,7.0
TKT-0027,2024/05/04,02:35:09 PM,05-06-2024,Carol White,Operations,Data Recovery,low,resolved,Walk In,,50.0,2465,YES,N,3.0,Windows 10 ,Morning,No,,156.23,1.0
TKT-0814,10-15-2024,11:43 PM,16-Oct-2024,david brown ,Finance,password reset,High,Closed,phone,West,74.0,2853,No,yes,-1.0,Windows 10,Night Shift,,0.0,161.3,2.0
TKT-0438,19-Apr-2024,03:11:24,21-Apr-2024,,HR,Email Problem,Hign,In Progress,Email,South,164.0,2578,YES,,2.0,MacOS,AFTERNOON,yes,,168.09,4.0
TKT-0991,2024/10/02,05:30,2024-10-03,JAMES ANDERSON,IT,Printer Issue,Critical,Resolved,Self-Service Portal,South,114.0,557,,yes,4.0,windows 10,Night Shift,yes,2.0,71.31,-2.0
,08-11-2024,08:47 AM,,Carol  White,Sales,VPN Access,HIGH,Closed,Phone,,72.0,2064,NO,Yes,10.0,WINDOWS 11,Afternoon,,-1.0,128.78,6.0
TKT-0230,03-Jul-2024,02:06:09 PM,05/07/2024,Emily Davis,,vpn access,Critical,In progress,Email,South,107.0,345,Yes,Yes,,windows 10,Night Shift,no,-1.0,142.38,99.0
TKT-0038,03-14-2024,06:42:25 PM,14-Mar-2024,Grace Wilson ,Admin,Printer Issue,low,OPEN,chat,West,38.0,3045,,,2.0,windows 10,Afternoon,yes,1.0,27.19,7.0
TKT-0670,09-10-2024,07:39:36 PM,2024-09-11,,IT,Account Locked,Hign,Escalated,chat,East,46.0,1237,NO,No,1.0,Windows 10 ,Night,yes,3.0,78.81,-2.0
TKT-0764,17/09/2024,05:44,2024-09-19,Grace Wilson,Operations,Hardware failure,High,resolved,Self-Service Portal,East,129.0,2974,NO,N,,Windows 10 ,morning,Yes,0.0,,6.0
TKT-0375,2024/02/21,05:37 PM,2024/02/23,David Brown,,Email problem,Critical,closed,self-service portal,East,78.0,2341,Yes,Y,,MacOS,Morning,no,0.0,189.41,8.0
TKT-0470,2024-09-01,12:17 PM,09-03-2024,frank miller,Operations,Hardware failure,Critical,escalated,Walk In,,58.0,1804,No,Yes,4.0,macOS,Morning,,0.0,195.6,1.0
TKT-0254,2024-07-19,05:04:42,19/07/2024,Frank Miller,Operations,Printer Issue,High,Resolve,Walk In,East,175.0,1129,No,no,,Linux,morning,No,1.0,,7.0
TKT-0886,2024-11-11,04:46,,frank miller,Marketing,network issue,Hign,escalated,Walk-in,North,170.0,2781,YES,No,,Windows 10 ,Morning,No,0.0,27.59,99.0
TKT-0735,2024/02/23,08:30,24/02/2024,BOB SMITH,Sales,VPN Access,HIGH,In progress,Self-Service Portal,South,58.0,1030,no,,-1.0,WINDOWS 11,morning,no,-1.0,34.39,2.0
TKT-0757,24/12/2024,08:20:30 PM,12-26-2024,Bob Smith,IT,Email Problem,Low,Escalated,Email,North,,1676,NO,Yes,-1.0,Windows 11,morning,No,,105.78,5.0
TKT-0195,29-Jan-2024,09:23 PM,2024/01/29,James Anderson,Finance,SOFTWARE INSTALLATION,medium,Closed,chat,South,111.0,1524,no,yes,1.0,linux,Morning,No,2.0,174.17,6.0
TKT-0890,2024-08-21,14:00:48,2024-08-21,frank miller,IT,password reset,Mediun,Closed,self-service portal,North,115.0,2001,,,4.0,Linux,Afternoon,yes,2.0,189.24,-2.0
TKT-0900,01-12-2024,06:09:12,13/01/2024,Frank Miller,Sales,password reset,medium,Resolve,self-service portal,,132.0,1226,Yes,Y,1.0,MacOS,morning,no,2.0,19.33,8.0
TKT-0504,10-13-2024,10:01 AM,2024-10-14,Henry Moore,Finance,Password Reset,Critical,Closed,self-service portal,East,126.0,3176,NO,yes,,Windows 11,Night Shift,No,,68.42,8.0
TKT-0872,2024/11/26,09:19 AM,11-28-2024,alice johnson,Operations,Data Recovery,High,Closed,Chat,,130.0,2012,,,,Linux,Morning,,,59.05,99.0
TKT-0865,2024/07/22,01:30 AM,23-Jul-2024,Grace Wilson,Admin,Password Reset,Mediun,resolved,Walk In,North,76.0,3020,YES,,4.0,MacOS,Afternoon,yes,3.0,24.45,
TKT-0580,11-13-2024,12:29:34 PM,16-Nov-2024,Grace Wilson ,Marketing,vpn access,Critical,Open,Chat,South,167.0,1869,no,Yes,-1.0,WINDOWS 11,morning,No,2.0,122.51,
TKT-0224,22/06/2024,07:54 PM,2024-06-24,,Marketing,SOFTWARE INSTALLATION,CRITICAL,In Progress,self-service portal,East,35.0,1211,NO,N,,Linux,Night,yes,0.0,172.6,9.0
TKT-0681,2024-09-05,12:05 AM,05-Sep-2024,James Anderson,HR,VPN Access,medium,Escalated,EMAIL,South,77.0,3329,NO,N,3.0,Windows 10,AFTERNOON,yes,1.0,30.93,-2.0
TKT-0163,2024/11/03,12:15 AM,2024/11/05,Bob Smith,Marketing,VPN Access,Low,Resolved,phone,North,73.0,2548,NO,,4.0,Windows 10,Afternoon,Yes,2.0,180.02,99.0
TKT-0733,21/10/2024,03:12,21-Oct-2024,Grace Wilson,Legal,VPN Access,Critical,closed,Self-Service Portal,South,95.0,753,YES,no,2.0,windows 10,morning,yes,0.0,147.29,10.0
TKT-0153,03-02-2024,07:47:41 AM,03-02-2024,James Anderson,Finance,Software Installation,medium,escalated,self-service portal,West,164.0,3194,NO,no,,macOS,Night,,0.0,56.2,7.0
TKT-0712,10-23-2024,12:37:49 AM,25-Oct-2024,JAMES ANDERSON,Sales,vpn access,Mediun,In progress,Chat,Central,165.0,281,,Y,99.0,Windows 10 ,Night,Yes,3.0,129.64,4.0
TKT-0731,03-14-2024,01:52 PM,2024-03-15,,Finance,VPN Access,Critical,Resolved,EMAIL,East,64.0,3322,NO,Yes,10.0,Windows 10,Morning,No,0.0,98.68,2.0
TKT-0787,2024/06/18,06:05,2024/06/18,Irene  Taylor,Operations,Password Reset,HIGH,In Progress,EMAIL,Central,30.0,592,No,N,,windows 10,Afternoon,yes,3.0,191.14,5.0
TKT-0112,04/03/2024,17:16,04/03/2024,James Anderson,Marketing,network issue,Medium,Resolve,Walk In,,54.0,2857,NO,N,1.0,Windows 10 ,AFTERNOON,no,2.0,111.89,4.0
TKT-0227,2024/08/22,16:50,2024/08/23,Grace Wilson ,Sales,Hardware Failure,Medium,resolved,phone,,9.0,1822,No,,,WINDOWS 11,Afternoon,yes,3.0,,5.0
TKT-0719,18-Sep-2024,04:52,18-Sep-2024,Carol  White,HR,Software Installation,Medium,Resolved,chat,South,168.0,3399,no,Yes,,macOS,Afternoon,yes,0.0,68.94,9.0
TKT-0104,2024-09-05,06:38 PM,05-Sep-2024,JAMES ANDERSON,Marketing,Hardware failure,High,OPEN,phone,East,,1138,no,No,-1.0,Linux,Morning,no,0.0,46.22,99.0
TKT-0422,05-21-2024,22:09:23,21/05/2024,alice johnson,,SOFTWARE INSTALLATION,Mediun,In progress,Walk In,Central,123.0,1020,No,N,1.0,macOS,Night,yes,1.0,87.48,99.0
TKT-0420,2024/12/27,03:38:18 PM,,david brown ,Admin,vpn access,High,Closed,Chat,East,62.0,2134,no,,4.0,windows 10,Night Shift,no,1.0,68.61,4.0
TKT-0782,2024/03/17,05:10:14 AM,18-Mar-2024,,Sales,Password Reset,low,In Progress,Phone,North,106.0,2486,No,,2.0,Windows 10,morning,yes,-1.0,139.62,-2.0
TKT-0587,2024-10-09,09:12:16,10-Oct-2024,Henry Moore,Legal,SOFTWARE INSTALLATION,High,Escalated,Self-Service Portal,Central,103.0,1598,No,Yes,2.0,macOS,Afternoon,no,0.0,,-2.0
TKT-0812,2024/05/25,10:13:20 AM,2024/05/25,EMILY DAVIS,Legal,Network Issue,Hign,escalated,Walk-in,West,122.0,1668,yes,Yes,5.0,Windows 10,Morning,no,2.0,84.67,2.0
TKT-0673,2024-11-07,06:02 PM,07-Nov-2024,David Brown,Sales,Password Reset,Hign,Closed,phone,West,,1957,NO,No,-1.0,Windows 10,Night Shift,,1.0,82.29,
